trial;present;iter_ms;rec_ms;iter_found;rec_found
680;0;0.000000;0.000000;0;0
681;0;0.000000;0.000000;0;0
682;1;0.000000;0.000000;1;1
683;0;0.000000;0.000000;0;0
684;0;0.000000;0.000000;0;0
685;0;0.000000;0.000000;0;0
686;1;0.000000;0.000000;1;1
687;1;0.000000;0.000000;1;1
688;1;0.000000;0.000000;1;1
689;1;0.000000;0.000000;1;1
690;1;0.000000;0.000000;1;1
691;1;0.000000;0.000000;1;1
692;0;0.000000;0.000000;0;0
693;0;0.000000;0.000000;0;0
694;1;0.000000;0.000000;1;1
695;1;0.000000;0.000000;1;1
696;0;0.000000;0.000000;0;0
697;1;0.000000;0.000000;1;1
698;1;0.000000;0.000000;1;1
699;0;0.000000;0.000000;0;0
700;0;0.000000;0.000000;0;0
701;1;0.000000;0.000000;1;1
702;1;0.000000;0.000000;1;1
703;1;0.000000;0.000000;1;1
704;0;0.000000;0.000000;0;0
705;0;0.000000;0.000000;0;0
706;0;0.000000;0.000000;0;0
707;0;0.000000;0.000000;0;0
708;1;0.000000;0.000000;1;1
709;0;0.000000;0.000000;0;0
710;1;0.000000;0.000000;1;1
711;0;0.000000;0.000000;0;0
712;0;0.000000;0.000000;0;0
713;1;0.000000;0.000000;1;1
714;1;0.000000;0.000000;1;1
715;1;0.000000;0.000000;1;1
716;1;0.000000;0.000000;1;1
717;0;0.000000;0.000000;0;0
718;0;0.000000;0.000000;0;0
719;1;0.000000;0.000000;1;1
720;1;0.000000;0.000000;1;1
721;0;0.000000;0.000000;0;0
722;1;0.000000;0.000000;1;1
723;0;0.000000;0.000000;0;0
724;0;0.000000;0.000000;0;0
725;0;0.000000;0.000000;0;0
726;0;0.000000;0.000000;0;0
727;0;0.000000;0.000000;0;0
728;1;0.000000;0.000000;1;1
729;1;0.000000;0.000000;1;1
730;1;0.000000;0.000000;1;1
731;1;0.000000;0.000000;1;1
732;1;0.000000;0.000000;1;1
733;0;0.000000;0.000000;0;0
734;1;0.000000;0.000000;1;1
735;0;0.000000;0.000000;0;0
736;0;0.000000;0.000000;0;0
737;1;0.000000;0.000000;1;1
738;0;0.000000;0.000000;0;0
739;0;0.000000;0.000000;0;0
740;1;0.000000;0.000000;1;1
741;1;0.000000;0.000000;1;1
742;1;0.000000;0.000000;1;1
743;0;0.000000;0.000000;0;0
744;1;0.000000;0.000000;1;1
745;0;0.000000;0.000000;0;0
746;0;0.000000;0.000000;0;0
747;1;0.000000;0.000000;1;1
748;0;0.000000;0.000000;0;0
749;0;0.000000;0.000000;0;0
750;0;0.000000;0.000000;0;0
751;1;0.000000;0.000000;1;1
752;1;0.000000;0.000000;1;1
753;0;0.000000;0.000000;0;0
754;1;0.000000;0.000000;1;1
755;0;0.000000;0.000000;0;0
756;1;0.000000;0.000000;1;1
757;1;0.000000;0.000000;1;1
758;0;0.000000;0.000000;0;0
759;0;0.000000;0.000000;0;0
760;1;0.000000;0.000000;1;1
761;0;0.000000;0.000000;0;0
762;0;0.000000;0.000000;0;0
763;0;0.000000;0.000000;0;0
764;0;0.000000;0.000000;0;0
765;1;0.000000;0.000000;1;1
766;1;0.000000;0.000000;1;1
767;0;0.000000;0.000000;0;0
768;0;0.000000;0.000000;0;0
769;0;0.000000;0.000000;0;0
770;1;0.000000;0.000000;1;1
771;1;0.000000;0.000000;1;1
772;0;0.000000;0.000000;0;0
773;1;0.000000;0.000000;1;1
774;0;0.000000;0.000000;0;0
775;0;0.000000;0.000000;0;0
776;1;0.000000;0.000000;1;1
777;0;0.000000;0.000000;0;0
778;1;0.000000;0.000000;1;1
779;1;0.000000;0.000000;1;1
780;0;0.000000;0.000000;0;0
781;1;0.000000;0.000000;1;1
782;1;0.000000;0.000000;1;1
783;0;0.000000;0.000000;0;0
784;1;0.000000;0.000000;1;1
785;1;0.000000;0.000000;1;1
786;1;0.000000;0.000000;1;1
787;0;0.000000;0.000000;0;0
788;0;0.000000;0.000000;0;0
789;1;0.000000;0.000000;1;1
790;1;0.000000;0.000000;1;1
791;1;0.000000;0.000000;1;1
792;1;0.000000;0.000000;1;1
793;1;0.000000;0.000000;1;1
794;0;0.000000;0.000000;0;0
795;0;0.000000;0.000000;0;0
796;1;0.000000;0.000000;1;1
797;1;0.000000;0.000000;1;1
798;0;0.000000;0.000000;0;0
799;0;0.000000;0.000000;0;0
800;0;0.000000;0.000000;0;0
801;1;0.000000;0.000000;1;1
802;1;0.000000;0.000000;1;1
803;1;0.000000;0.000000;1;1
804;0;0.000000;0.000000;0;0
805;0;0.000000;0.000000;0;0
806;1;0.000000;0.000000;1;1
807;0;0.000000;0.000000;0;0
808;0;0.000000;0.000000;0;0
809;1;0.000000;0.000000;1;1
810;1;0.000000;0.000000;1;1
811;1;0.000000;0.000000;1;1
812;1;0.000000;0.000000;1;1
813;1;0.000000;0.000000;1;1
814;0;0.000000;0.000000;0;0
815;0;0.000000;0.000000;0;0
816;1;0.000000;0.000000;1;1
817;1;0.000000;0.000000;1;1
818;1;0.000000;0.000000;1;1
819;1;0.000000;0.000000;1;1
820;0;0.000000;0.000000;0;0
821;1;0.000000;0.000000;1;1
822;1;0.000000;0.000000;1;1
823;0;0.000000;0.000000;0;0
824;0;0.000000;0.000000;0;0
825;0;0.000000;0.000000;0;0
826;0;0.000000;0.000000;0;0
827;1;0.000000;0.000000;1;1
828;0;0.000000;0.000000;0;0
829;1;0.000000;0.000000;1;1
830;0;0.000000;0.000000;0;0
831;1;0.000000;0.000000;1;1
832;0;0.000000;0.000000;0;0
833;1;0.000000;0.000000;1;1
834;1;0.000000;0.000000;1;1
835;1;0.000000;0.000000;1;1
836;0;0.000000;0.000000;0;0
837;0;0.000000;0.000000;0;0
838;1;0.000000;0.000000;1;1
839;0;0.000000;0.000000;0;0
840;0;0.000000;0.000000;0;0
841;1;0.000000;0.000000;1;1
842;1;0.000000;0.000000;1;1
843;1;0.000000;0.000000;1;1
844;1;0.000000;0.000000;1;1
845;1;0.000000;0.000000;1;1
846;1;0.000000;0.000000;1;1
847;1;0.000000;0.000000;1;1
848;1;0.000000;0.000000;1;1
849;1;0.000000;0.000000;1;1
850;0;0.000000;0.000000;0;0
851;1;0.000000;0.000000;1;1
852;1;0.000000;0.000000;1;1
853;0;0.000000;0.000000;0;0
854;1;0.000000;0.000000;1;1
855;0;0.000000;0.000000;0;0
856;0;0.000000;0.000000;0;0
857;1;0.000000;0.000000;1;1
858;1;0.000000;0.000000;1;1
859;1;0.000000;0.000000;1;1
860;0;0.000000;0.000000;0;0
861;0;0.000000;0.000000;0;0
862;1;0.000000;0.000000;1;1
863;1;0.000000;0.000000;1;1
864;1;0.000000;0.000000;1;1
865;1;0.000000;0.000000;1;1
866;0;0.000000;0.000000;0;0
867;1;0.000000;0.000000;1;1
868;1;0.000000;0.000000;1;1
869;1;0.000000;0.000000;1;1
870;0;0.000000;0.000000;0;0
871;0;0.000000;0.000000;0;0
872;0;0.000000;0.000000;0;0
873;1;0.000000;0.000000;1;1
874;1;0.000000;0.000000;1;1
875;0;0.000000;0.000000;0;0
876;1;0.000000;0.000000;1;1
877;0;0.000000;0.000000;0;0
878;0;0.000000;0.000000;0;0
879;0;0.000000;0.000000;0;0
880;1;0.000000;0.000000;1;1
881;0;0.000000;0.000000;0;0
882;1;0.000000;0.000000;1;1
883;0;0.000000;0.000000;0;0
884;0;0.000000;0.000000;0;0
885;0;0.000000;0.000000;0;0
886;1;0.000000;0.000000;1;1
887;1;0.000000;0.000000;1;1
888;1;0.000000;0.000000;1;1
889;0;0.000000;0.000000;0;0
890;1;0.000000;0.000000;1;1
891;1;0.000000;0.000000;1;1
892;1;0.000000;0.000000;1;1
893;1;0.000000;0.000000;1;1
894;0;0.000000;0.000000;0;0
895;0;0.000000;0.000000;0;0
896;1;0.000000;0.000000;1;1
897;0;0.000000;0.000000;0;0
898;0;0.000000;0.000000;0;0
899;1;0.000000;0.000000;1;1
900;1;0.000000;0.000000;1;1
901;0;0.000000;0.000000;0;0
902;0;0.000000;0.000000;0;0
903;0;0.000000;0.000000;0;0
904;1;0.000000;0.000000;1;1
905;0;0.000000;0.000000;0;0
906;1;0.000000;0.000000;1;1
907;0;0.000000;0.000000;0;0
908;0;0.000000;0.000000;0;0
909;0;0.000000;0.000000;0;0
910;1;0.000000;0.000000;1;1
911;0;0.000000;0.000000;0;0
912;1;0.000000;0.000000;1;1
913;0;0.000000;0.000000;0;0
914;0;0.000000;0.000000;0;0
915;1;0.000000;0.000000;1;1
916;1;0.000000;0.000000;1;1
917;1;0.000000;0.000000;1;1
918;1;0.000000;0.000000;1;1
919;1;0.000000;0.000000;1;1
920;0;0.000000;0.000000;0;0
921;1;0.000000;0.000000;1;1
922;1;0.000000;0.000000;1;1
923;0;0.000000;0.000000;0;0
924;0;0.000000;0.000000;0;0
925;0;0.000000;0.000000;0;0
926;1;0.000000;0.000000;1;1
927;1;0.000000;0.000000;1;1
928;0;0.000000;0.000000;0;0
929;1;0.000000;0.000000;1;1
930;1;0.000000;0.000000;1;1
931;1;0.000000;0.000000;1;1
932;0;0.000000;0.000000;0;0
933;0;0.000000;0.000000;0;0
934;0;0.000000;0.000000;0;0
935;0;0.000000;0.000000;0;0
936;1;0.000000;0.000000;1;1
937;0;0.000000;0.000000;0;0
938;0;0.000000;0.000000;0;0
939;0;0.000000;0.000000;0;0
940;0;0.000000;0.000000;0;0
941;1;0.000000;0.000000;1;1
942;0;0.000000;0.000000;0;0
943;1;0.000000;0.000000;1;1
944;0;0.000000;0.000000;0;0
945;0;0.000000;0.000000;0;0
946;1;0.000000;0.000000;1;1
947;1;0.000000;0.000000;1;1
948;0;0.000000;0.000000;0;0
949;0;0.000000;0.000000;0;0
950;1;0.000000;0.000000;1;1
951;0;0.000000;0.000000;0;0
952;0;0.000000;0.000000;0;0
953;0;0.000000;0.000000;0;0
954;1;0.000000;0.000000;1;1
955;0;0.000000;0.000000;0;0
956;1;0.000000;0.000000;1;1
957;0;0.000000;0.000000;0;0
958;1;0.000000;0.000000;1;1
959;1;0.000000;0.000000;1;1
960;1;0.000000;0.000000;1;1
961;1;0.000000;0.000000;1;1
962;1;0.000000;0.000000;1;1
963;1;0.000000;0.000000;1;1
964;1;0.000000;0.000000;1;1
965;1;0.000000;0.000000;1;1
966;1;0.000000;0.000000;1;1
967;1;0.000000;0.000000;1;1
968;1;0.000000;0.000000;1;1
969;1;0.000000;0.000000;1;1
970;0;0.000000;0.000000;0;0
971;1;0.000000;0.000000;1;1
972;0;0.000000;0.000000;0;0
973;1;0.000000;0.000000;1;1
974;1;0.000000;0.000000;1;1
975;0;0.000000;0.000000;0;0
976;0;0.000000;0.000000;0;0
977;0;0.000000;0.000000;0;0
978;1;0.000000;0.000000;1;1
979;0;0.000000;0.000000;0;0
980;0;0.000000;0.000000;0;0
981;0;0.000000;0.000000;0;0
982;1;0.000000;0.000000;1;1
983;1;0.000000;0.000000;1;1
984;1;0.000000;0.000000;1;1
985;0;0.000000;0.000000;0;0
986;1;0.000000;0.000000;1;1
987;0;0.000000;0.000000;0;0
988;0;0.000000;0.000000;0;0
989;1;0.000000;0.000000;1;1
990;1;0.000000;0.000000;1;1
991;0;0.000000;0.000000;0;0
992;1;0.000000;0.000000;1;1
993;1;0.000000;0.000000;1;1
994;1;0.000000;0.000000;1;1
995;1;0.000000;0.000000;1;1
996;1;0.000000;0.000000;1;1
997;0;0.000000;0.000000;0;0
998;1;0.000000;0.000000;1;1
999;0;0.000000;0.000000;0;0
1000;1;0.000000;0.000000;1;1
1001;0;0.000000;0.000000;0;0
1002;0;0.000000;0.000000;0;0
1003;1;0.000000;0.000000;1;1
1004;0;0.000000;0.000000;0;0
1005;1;0.000000;0.000000;1;1
1006;1;0.000000;0.000000;1;1
1007;0;0.000000;0.000000;0;0
1008;0;0.000000;0.000000;0;0
1009;0;0.000000;0.000000;0;0
1010;1;0.000000;0.000000;1;1
1011;0;0.000000;0.000000;0;0
1012;0;0.000000;0.000000;0;0
1013;1;0.000000;0.000000;1;1
1014;1;0.000000;0.000000;1;1
1015;1;0.000000;0.000000;1;1
1016;1;0.000000;0.000000;1;1
1017;1;0.000000;0.000000;1;1
1018;0;0.000000;0.000000;0;0
1019;0;0.000000;0.000000;0;0
1020;1;0.000000;0.000000;1;1
1021;1;0.000000;0.000000;1;1
1022;1;0.000000;0.000000;1;1
1023;0;0.000000;0.000000;0;0
1024;0;0.000000;0.000000;0;0
1025;1;0.000000;0.000000;1;1
1026;0;0.000000;0.000000;0;0
1027;0;0.000000;0.000000;0;0
1028;0;0.000000;0.000000;0;0
1029;1;0.000000;0.000000;1;1
1030;1;0.000000;0.000000;1;1
1031;1;0.000000;0.000000;1;1
1032;1;0.000000;0.000000;1;1
1033;0;0.000000;0.000000;0;0
1034;1;0.000000;0.000000;1;1
1035;0;0.000000;0.000000;0;0
1036;0;0.000000;0.000000;0;0
1037;0;0.000000;0.000000;0;0
1038;0;0.000000;0.000000;0;0
1039;1;0.000000;0.000000;1;1
1040;1;0.000000;0.000000;1;1
1041;1;0.000000;0.000000;1;1
1042;1;0.000000;0.000000;1;1
1043;0;0.000000;0.000000;0;0
1044;1;0.000000;0.000000;1;1
1045;1;0.000000;0.000000;1;1
1046;0;0.000000;0.000000;0;0
1047;1;0.000000;0.000000;1;1
1048;1;0.000000;0.000000;1;1
1049;1;0.000000;0.000000;1;1
1050;1;0.000000;0.000000;1;1
1051;0;0.000000;0.000000;0;0
1052;0;0.000000;0.000000;0;0
1053;1;0.000000;0.000000;1;1
1054;1;0.000000;0.000000;1;1
1055;0;0.000000;0.000000;0;0
1056;0;0.000000;0.000000;0;0
1057;1;0.000000;0.000000;1;1
1058;0;0.000000;0.000000;0;0
1059;0;0.000000;0.000000;0;0
1060;0;0.000000;0.000000;0;0
1061;0;0.000000;0.000000;0;0
1062;1;0.000000;0.000000;1;1
1063;1;0.000000;0.000000;1;1
1064;1;0.000000;0.000000;1;1
1065;1;0.000000;0.000000;1;1
1066;1;0.000000;0.000000;1;1
1067;1;0.000000;0.000000;1;1
1068;1;0.000000;0.000000;1;1
1069;1;0.000000;0.000000;1;1
1070;1;0.000000;0.000000;1;1
1071;1;0.000000;0.000000;1;1
1072;1;0.000000;0.000000;1;1
1073;0;0.000000;0.000000;0;0
1074;1;0.000000;0.000000;1;1
1075;1;0.000000;0.000000;1;1
1076;1;0.000000;0.000000;1;1
1077;1;0.000000;0.000000;1;1
1078;0;0.000000;0.000000;0;0
1079;1;0.000000;0.000000;1;1
1080;0;0.000000;0.000000;0;0
1081;1;0.000000;0.000000;1;1
1082;1;0.000000;0.000000;1;1
1083;0;0.000000;0.000000;0;0
1084;1;0.000000;0.000000;1;1
1085;0;0.000000;0.000000;0;0
1086;1;0.000000;0.000000;1;1
1087;0;0.000000;0.000000;0;0
1088;0;0.000000;0.000000;0;0
1089;0;0.000000;0.000000;0;0
1090;0;0.000000;0.000000;0;0
1091;0;0.000000;0.000000;0;0
1092;0;0.000000;0.000000;0;0
1093;0;0.000000;0.000000;0;0
1094;1;0.000000;0.000000;1;1
1095;0;0.000000;0.000000;0;0
1096;1;0.000000;0.000000;1;1
1097;1;0.000000;0.000000;1;1
1098;0;0.000000;0.000000;0;0
1099;1;0.000000;0.000000;1;1
1100;0;0.000000;0.000000;0;0
1101;0;0.000000;0.000000;0;0
1102;0;0.000000;0.000000;0;0
1103;0;0.000000;0.000000;0;0
1104;0;0.000000;0.000000;0;0
1105;1;0.000000;0.000000;1;1
1106;0;0.000000;0.000000;0;0
1107;1;0.000000;0.000000;1;1
1108;0;0.000000;0.000000;0;0
1109;0;0.000000;0.000000;0;0
1110;0;0.000000;0.000000;0;0
1111;1;0.000000;0.000000;1;1
1112;0;0.000000;0.000000;0;0
1113;0;0.000000;0.000000;0;0
1114;0;0.000000;0.000000;0;0
1115;0;0.000000;0.000000;0;0
1116;1;0.000000;0.000000;1;1
1117;0;0.000000;0.000000;0;0
1118;1;0.000000;0.000000;1;1
1119;1;0.000000;0.000000;1;1
1120;1;0.000000;0.000000;1;1
1121;0;0.000000;0.000000;0;0
1122;1;0.000000;0.000000;1;1
1123;1;0.000000;0.000000;1;1
1124;1;0.000000;0.000000;1;1
1125;0;0.000000;0.000000;0;0
1126;0;0.000000;0.000000;0;0
1127;0;0.000000;0.000000;0;0
1128;1;0.000000;0.000000;1;1
1129;1;0.000000;0.000000;1;1
1130;1;0.000000;0.000000;1;1
1131;0;0.000000;0.000000;0;0
1132;1;0.000000;0.000000;1;1
1133;1;0.000000;0.000000;1;1
1134;1;0.000000;0.000000;1;1
1135;1;0.000000;0.000000;1;1
1136;1;0.000000;0.000000;1;1
1137;0;0.000000;0.000000;0;0
1138;1;0.000000;0.000000;1;1
1139;0;0.000000;0.000000;0;0
1140;0;0.000000;0.000000;0;0
1141;0;0.000000;0.000000;0;0
1142;1;0.000000;0.000000;1;1
1143;0;0.000000;0.000000;0;0
1144;1;0.000000;0.000000;1;1
1145;0;0.000000;0.000000;0;0
1146;0;0.000000;0.000000;0;0
1147;0;0.000000;0.000000;0;0
1148;0;0.000000;0.000000;0;0
1149;1;0.000000;0.000000;1;1
1150;1;0.000000;0.000000;1;1
1151;0;0.000000;0.000000;0;0
1152;1;0.000000;0.000000;1;1
1153;0;0.000000;0.000000;0;0
1154;1;0.000000;0.000000;1;1
1155;1;0.000000;0.000000;1;1
1156;1;0.000000;0.000000;1;1
1157;1;0.000000;0.000000;1;1
1158;1;0.000000;0.000000;1;1
1159;0;0.000000;0.000000;0;0
1160;0;0.000000;0.000000;0;0
1161;0;0.000000;0.000000;0;0
1162;1;0.000000;0.000000;1;1
1163;0;0.000000;0.000000;0;0
1164;0;0.000000;0.000000;0;0
1165;1;0.000000;0.000000;1;1
1166;1;0.000000;0.000000;1;1
1167;1;0.000000;0.000000;1;1
1168;0;0.000000;0.000000;0;0
1169;1;0.000000;0.000000;1;1
1170;0;0.000000;0.000000;0;0
1171;1;0.000000;0.000000;1;1
1172;0;0.000000;0.000000;0;0
1173;1;0.000000;0.000000;1;1
1174;1;0.000000;0.000000;1;1
1175;0;0.000000;0.000000;0;0
1176;0;0.000000;0.000000;0;0
1177;0;0.000000;0.000000;0;0
1178;1;0.000000;0.000000;1;1
1179;1;0.000000;0.000000;1;1
1180;1;0.000000;0.000000;1;1
1181;0;0.000000;0.000000;0;0
1182;1;0.000000;0.000000;1;1
1183;0;0.000000;0.000000;0;0
1184;1;0.000000;0.000000;1;1
1185;1;0.000000;0.000000;1;1
1186;0;0.000000;0.000000;0;0
1187;0;0.000000;0.000000;0;0
1188;0;0.000000;0.000000;0;0
1189;1;0.000000;0.000000;1;1
1190;0;0.000000;0.000000;0;0
1191;1;0.000000;0.000000;1;1
1192;0;0.000000;0.000000;0;0
1193;0;0.000000;0.000000;0;0
1194;0;0.000000;0.000000;0;0
1195;0;0.000000;0.000000;0;0
1196;0;0.000000;0.000000;0;0
1197;0;0.000000;0.000000;0;0
1198;1;0.000000;0.000000;1;1
1199;0;0.000000;0.000000;0;0
1200;1;0.000000;0.000000;1;1
1201;0;0.000000;0.000000;0;0
1202;1;0.000000;0.000000;1;1
1203;1;0.000000;0.000000;1;1
1204;1;0.000000;0.000000;1;1
1205;0;0.000000;0.000000;0;0
1206;0;0.000000;0.000000;0;0
1207;0;0.000000;0.000000;0;0
1208;1;0.000000;0.000000;1;1
1209;1;0.000000;0.000000;1;1
1210;0;0.000000;0.000000;0;0
1211;1;0.000000;0.000000;1;1
1212;1;0.000000;0.000000;1;1
1213;0;0.000000;0.000000;0;0
1214;0;0.000000;0.000000;0;0
1215;0;0.000000;0.000000;0;0
1216;1;0.000000;0.000000;1;1
1217;1;0.000000;0.000000;1;1
1218;0;0.000000;0.000000;0;0
1219;0;0.000000;0.000000;0;0
1220;1;0.000000;0.000000;1;1
1221;0;0.000000;0.000000;0;0
1222;1;0.000000;0.000000;1;1
1223;1;0.000000;0.000000;1;1
1224;0;0.000000;0.000000;0;0
1225;1;0.000000;0.000000;1;1
1226;0;0.000000;0.000000;0;0
1227;0;0.000000;0.000000;0;0
1228;0;0.000000;0.000000;0;0
1229;1;0.000000;0.000000;1;1
1230;0;0.000000;0.000000;0;0
1231;1;0.000000;0.000000;1;1
1232;0;0.000000;0.000000;0;0
1233;1;0.000000;0.000000;1;1
1234;1;0.000000;0.000000;1;1
1235;0;0.000000;0.000000;0;0
1236;1;0.000000;0.000000;1;1
1237;1;0.000000;0.000000;1;1
1238;0;0.000000;0.000000;0;0
1239;1;0.000000;0.000000;1;1
1240;1;0.000000;0.000000;1;1
1241;1;0.000000;0.000000;1;1
1242;0;0.000000;0.000000;0;0
1243;0;0.000000;0.000000;0;0
1244;0;0.000000;0.000000;0;0
1245;1;0.000000;0.000000;1;1
1246;1;0.000000;0.000000;1;1
1247;1;0.000000;0.000000;1;1
1248;1;0.000000;0.000000;1;1
1249;0;0.000000;0.000000;0;0
1250;0;0.000000;0.000000;0;0
1251;0;0.000000;0.000000;0;0
1252;0;0.000000;0.000000;0;0
1253;0;0.000000;0.000000;0;0
1254;1;0.000000;0.000000;1;1
1255;0;0.000000;0.000000;0;0
1256;0;0.000000;0.000000;0;0
1257;0;0.000000;0.000000;0;0
1258;1;0.000000;0.000000;1;1
1259;0;0.000000;0.000000;0;0
1260;0;0.000000;0.000000;0;0
1261;0;0.000000;0.000000;0;0
1262;0;0.000000;0.000000;0;0
1263;0;0.000000;0.000000;0;0
1264;1;0.000000;0.000000;1;1
1265;1;0.000000;0.000000;1;1
1266;1;0.000000;0.000000;1;1
1267;0;0.000000;0.000000;0;0
1268;0;0.000000;0.000000;0;0
1269;0;0.000000;0.000000;0;0
1270;0;0.000000;0.000000;0;0
1271;1;0.000000;0.000000;1;1
1272;1;0.000000;0.000000;1;1
1273;0;0.000000;0.000000;0;0
1274;1;0.000000;0.000000;1;1
1275;1;0.000000;0.000000;1;1
1276;0;0.000000;0.000000;0;0
1277;1;0.000000;0.000000;1;1
1278;0;0.000000;0.000000;0;0
1279;0;0.000000;0.000000;0;0
1280;0;0.000000;0.000000;0;0
1281;1;0.000000;0.000000;1;1
1282;1;0.000000;0.000000;1;1
1283;1;0.000000;0.000000;1;1
1284;1;0.000000;0.000000;1;1
1285;0;0.000000;0.000000;0;0
1286;1;0.000000;0.000000;1;1
1287;1;0.000000;0.000000;1;1
1288;0;0.000000;0.000000;0;0
1289;0;0.000000;0.000000;0;0
1290;0;0.000000;0.000000;0;0
1291;0;0.000000;0.000000;0;0
1292;0;0.000000;0.000000;0;0
1293;1;0.000000;0.000000;1;1
1294;1;0.000000;0.000000;1;1
1295;1;0.000000;0.000000;1;1
1296;0;0.000000;0.000000;0;0
1297;0;0.000000;0.000000;0;0
1298;1;0.000000;0.000000;1;1
1299;0;0.000000;0.000000;0;0
1300;1;0.000000;0.000000;1;1
1301;1;0.000000;0.000000;1;1
1302;1;0.000000;0.000000;1;1
1303;0;0.000000;0.000000;0;0
1304;1;0.000000;0.000000;1;1
1305;0;0.000000;0.000000;0;0
1306;1;0.000000;0.000000;1;1
1307;1;0.000000;0.000000;1;1
1308;1;0.000000;0.000000;1;1
1309;1;0.000000;0.000000;1;1
1310;1;0.000000;0.000000;1;1
1311;1;0.000000;0.000000;1;1
1312;1;0.000000;0.000000;1;1
1313;0;0.000000;0.000000;0;0
1314;1;0.000000;0.000000;1;1
1315;1;0.000000;0.000000;1;1
1316;0;0.000000;0.000000;0;0
1317;1;0.000000;0.000000;1;1
1318;1;0.000000;0.000000;1;1
1319;1;0.000000;0.000000;1;1
1320;0;0.000000;0.000000;0;0
1321;1;0.000000;0.000000;1;1
1322;0;0.000000;0.000000;0;0
1323;0;0.000000;0.000000;0;0
1324;1;0.000000;0.000000;1;1
1325;0;0.000000;0.000000;0;0
1326;1;0.000000;0.000000;1;1
1327;0;0.000000;0.000000;0;0
1328;0;0.000000;0.000000;0;0
1329;0;0.000000;0.000000;0;0
1330;1;0.000000;0.000000;1;1
1331;1;0.000000;0.000000;1;1
1332;1;0.000000;0.000000;1;1
1333;0;0.000000;0.000000;0;0
1334;0;0.000000;0.000000;0;0
1335;0;0.000000;0.000000;0;0
1336;1;0.000000;0.000000;1;1
1337;0;0.000000;0.000000;0;0
1338;1;0.000000;0.000000;1;1
1339;0;0.000000;0.000000;0;0
1340;0;0.000000;0.000000;0;0
1341;0;0.000000;0.000000;0;0
1342;1;0.000000;0.000000;1;1
1343;0;0.000000;0.000000;0;0
1344;0;0.000000;0.000000;0;0
